input,labels
The Bulgarians have laid siege to Larissa .,1
S Where are you going ?,1
I went to the church .,0
Conversation with a beautician,0
Because summer is coming ! !,1
I was touched this word .,0
I worry about effects of radioactivity .,0
It means that there are longer and more difficult sentences in this newspaper than others .,0
"Now , I am full .",1
I awoke at three thirty this morning to work from five thirty in the field .,0
"Then again , sometimes there are pictures that make people nocturnal .",1
Entrance Exam,1
This was great fun !,1
an old toy .,1
"My tooth had chipped by biting bread , indeed !",0
"However , I also feel a sense of guilt .",0
At first I was very nervous and could not talk to him well though we enjoyed chatting in our lunch break .,1
That is why it did not result in a big increase in my tension .,1
We got about thirty shellfishes .,1
I retouch some pictures every month and put them up on my door .,1
Especially at night .,1
An attached photograph is my lunch of yesterday .,0
She had enjoyable time with her grandfather and grandmother immediately .,0
I took JRtain to everywhere in Osaka .,1
I am fun .,0
"Luckily , I had passed it .",0
"to the belief , I throw a stone .",0
an internship,1
She insisted that she would bring estimates anyway .,0
Are there any grammatical mistakes ?,1
Actually I ca not .,1
two people of my room mate moved today .,0
I could see pieces of the posters of the th century .,1
"However , thanks to my persistent efforts to send an e - mail to the center for more than one month , I finally won an opportunity to talk directly with the President of ABC University about the benefits of this fund to the image of the university .",0
Kids think they can kill someone .,1
The situation is getting worse for young people to improve their skills to a higher level in addition to the subcontracting to various Asian countries .,1
" In order to keep fit , you should be careful about overeating .",0
"When I look back , I realize how wrongly and inefficiently I learnt English .",1
Does anybody know the supernatural and have you ever seen them ?,0
This is yesterday is journal .,1
Is the picture bad ?,0
Next time just remember not to make excuses to deceive others !,1
Yesterday I wanted to ask him about he to drove us to the MEGA .,0
It is good for me not to be ironic .,1
I want to enjoy my trip that I have given as a reward for good work until now .,1
"Obviously , I knew taking the bus would be the most convenient way , but because I had been goofing around , there was not enough time . ",1
Thank you for reading ! ! !,0
"All of them were Kamikaze pilots , and he was also one of our heroes in World War .",1
I value the time we have .,1
"The growth of her skill is slow , but sure .",0
It sounds good !,1
It is no exception about the company I work for .,0
I lost all track of time as I was having too fun,0
He often send me box of apples .,0
It sounds like a poem .,1
Do you think that this story is true or false ?,1
It looked like it came apart automacally .,0
"Today at my lab , I felt colder than last week .",1
I ca not believe this had happened in such a developed country as Japan .,0
"My hobby is playing electric bass , and especially playing Jazz .",1
Introduce myself,1
I hate that good guy,0
It could be a possibility .,0
"Yes , I know .",0
When you,0
"But , the rising sun is first time .",0
"For example , house of greatest leader , army is base camp of ancient war .",0
"I did not need to tell my body , Just another swings ! .",1
"They have to work for minutes to enjoy minutes , whereas we Japanese have to work for minutes .",0
I want to communicate with overseas people but i do not know what I talk about .,0
I want to learn English very well and more languages ! !,1
How to spend my holiday,1
"I do not know why , but I might have some anxiety about how to do after go back to Korea though I really want to go to Korea as soon as possible .",0
Cherry blossoms are in full bloom .,0
Today i serching some websites to help improving my english writing speaking skikks .,0
very tough .,0
"Actually , I had two horrible experiences with fire .",1
Boston Celtics got off to a good start in this season .,0
Outsiders call this place ' the Hawaii of Korea ' .,0
What does it mean ?,1
"My major is Enlish education , and I like English .",0
"So eventually , when foreign customers visit my company , I am always invited to the meetings and have to be a translator .",0
"Anyways , Why did japanese build capital city in such a cold area ?",0
What sports is popular in your country ?,0
"know about it , so when we love someone , we do not take all of our heart for them",1
"Two days ago , heavy rains began .",0
I thought I would like to go there and see its parade .,1
He worked under supervision of experienced accountant .,0
"i would like a lemon , and kilo of potatoes , please .",0
